name;n;swaps;compares;time;
dual;5100;24254;63887;0,015927;
dual;5100;27909;62446;0,015644;
dual;5100;27909;62446;0,015678;
dual;5100;27909;62446;0,015842;
dual;5100;27909;62446;0,015732;
dual;5100;27909;62446;0,015706;
dual;5100;27909;62446;0,017927;
dual;5200;25397;64814;0,017945;
dual;5200;25397;64814;0,0162;
dual;5200;25397;64814;0,016212;
dual;5200;25397;64814;0,016201;
dual;5200;25397;64814;0,016285;
dual;5200;25397;64814;0,016338;
dual;5200;25397;64814;0,016201;
dual;5200;25397;64814;0,016149;
dual;5200;25397;64814;0,016176;
dual;5200;25397;64814;0,016185;
dual;5300;23126;70543;0,017184;
dual;5300;23126;70543;0,017251;
dual;5300;23126;70543;0,017227;
dual;5300;23126;70543;0,017221;
dual;5300;23126;70543;0,017248;
dual;5300;23126;70543;0,017253;
dual;5300;23126;70543;0,017292;
dual;5300;23126;70543;0,019577;
dual;5300;23126;70543;0,019769;
dual;5300;23126;70543;0,021586;
dual;5400;30877;73519;0,01808;
dual;5400;30877;73519;0,017862;
dual;5400;30877;73519;0,017992;
dual;5400;30877;73519;0,017865;
dual;5400;30877;73519;0,01894;
dual;5400;30877;73519;0,020061;
dual;5400;30877;73519;0,01898;
dual;5400;30877;73519;0,020184;
dual;5400;30877;73519;0,018239;
dual;5400;30877;73519;0,017951;
dual;5500;26654;67163;0,016946;
dual;5500;26654;67163;0,01721;
dual;5500;26654;67163;0,016914;
dual;5500;26654;67163;0,017311;
dual;5500;26654;67163;0,016991;
dual;5500;26654;67163;0,017161;
dual;5500;26654;67163;0,01717;
dual;5500;26654;67163;0,017039;
dual;5500;26654;67163;0,016922;
dual;5500;26654;67163;0,016905;
dual;5600;27339;71619;0,017877;
dual;5600;27339;71619;0,018028;
dual;5600;27339;71619;0,01977;
dual;5600;27339;71619;0,021156;
dual;5600;27339;71619;0,023797;
dual;5600;27339;71619;0,020874;
dual;5600;27339;71619;0,020797;
dual;5600;27339;71619;0,021442;
dual;5600;26705;71018;0,020401;
dual;5600;34014;70849;0,020312;
dual;5700;35659;75463;0,021201;
dual;5700;35659;75463;0,020777;
dual;5700;35659;75463;0,020648;
dual;5700;35659;75463;0,020779;
dual;5700;35659;75463;0,018976;
dual;5700;35659;75463;0,018982;
dual;5700;35659;75463;0,018781;
dual;5700;35659;75463;0,018882;
dual;5700;35659;75463;0,019148;
dual;5700;35659;75463;0,018858;
dual;5800;34002;72752;0,018265;
dual;5800;34002;72752;0,018358;
dual;5800;34002;72752;0,018373;
dual;5800;34002;72752;0,018393;
dual;5800;34002;72752;0,018355;
dual;5800;34002;72752;0,020653;
dual;5800;34002;72752;0,023188;
dual;5800;34002;72752;0,019299;
dual;5800;34002;72752;0,018534;
dual;5800;34002;72752;0,018394;
dual;5900;29564;71671;0,018189;
dual;5900;29564;71671;0,018397;
dual;5900;29564;71671;0,018339;
dual;5900;29564;71671;0,018227;
dual;5900;29564;71671;0,018172;
dual;5900;29564;71671;0,018286;
dual;5900;29564;71671;0,018144;
dual;5900;29564;71671;0,018221;
dual;5900;29564;71671;0,018396;
dual;5900;29564;71671;0,019264;
dual;6000;30790;82609;0,020616;
dual;6000;30790;82609;0,020167;
dual;6000;30790;82609;0,020068;
dual;6000;30790;82609;0,021595;
dual;6000;30790;82609;0,020253;
dual;6000;30790;82609;0,020343;
dual;6000;30790;82609;0,020195;
dual;6000;30790;82609;0,020262;
dual;6000;30790;82609;0,020176;
dual;6000;30790;82609;0,020399;
dual;6100;32013;76292;0,01905;
dual;6100;32013;76292;0,020003;
dual;6100;32013;76292;0,019487;
dual;6100;32013;76292;0,019163;
dual;6100;32013;76292;0,019056;
dual;6100;32013;76292;0,019082;
dual;6100;32013;76292;0,019093;
dual;6100;32013;76292;0,019061;
dual;6100;32013;76292;0,019412;
dual;6100;32013;76292;0,019385;
dual;6200;37214;83931;0,020704;
dual;6200;34302;80900;0,01998;
dual;6200;34302;80900;0,020004;
dual;6200;34302;80900;0,020201;
dual;6200;34302;80900;0,021046;
dual;6200;34302;80900;0,021407;
dual;6200;34302;80900;0,020091;
dual;6200;34302;80900;0,019986;
dual;6200;34302;80900;0,020172;
dual;6200;34302;80900;0,020306;
dual;6300;37304;80671;0,020353;
dual;6300;37304;80671;0,020077;
dual;6300;37304;80671;0,020141;
dual;6300;37304;80671;0,020316;
dual;6300;37304;80671;0,020131;
dual;6300;37304;80671;0,020286;
dual;6300;37304;80671;0,020092;
dual;6300;37304;80671;0,020215;
dual;6300;37304;80671;0,020087;
dual;6300;37304;80671;0,020153;
dual;6400;35359;89473;0,021743;
dual;6400;35359;89473;0,02171;
dual;6400;35359;89473;0,021823;
dual;6400;35359;89473;0,02178;
dual;6400;35359;89473;0,021738;
dual;6400;35359;89473;0,021732;
dual;6400;35359;89473;0,021766;
dual;6400;35359;89473;0,021948;
dual;6400;35359;89473;0,023522;
dual;6400;35359;89473;0,022717;
dual;6500;36000;82742;0,020666;
dual;6500;36000;82742;0,021264;
dual;6500;36000;82742;0,022591;
dual;6500;36000;82742;0,022857;
dual;6500;36000;82742;0,021319;
dual;6500;36000;82742;0,021479;
dual;6500;36000;82742;0,021339;
dual;6500;36000;82742;0,021726;
dual;6500;36000;82742;0,021309;
dual;6500;36000;82742;0,021538;
dual;6600;33878;86044;0,0229;
dual;6600;33878;86044;0,022019;
dual;6600;33878;86044;0,022166;
dual;6600;33878;86044;0,028734;
dual;6600;33878;86044;0,021996;
dual;6600;33878;86044;0,021891;
dual;6600;35432;87895;0,021868;
dual;6600;37831;85474;0,02152;
dual;6600;37831;85474;0,021332;
dual;6600;37831;85474;0,021403;
dual;6700;35727;87884;0,022061;
dual;6700;35727;87884;0,023389;
dual;6700;35727;87884;0,021965;
dual;6700;35727;87884;0,021854;
dual;6700;35727;87884;0,021968;
dual;6700;35727;87884;0,022123;
dual;6700;35727;87884;0,021938;
dual;6700;35727;87884;0,021774;
dual;6700;35727;87884;0,021903;
dual;6700;35727;87884;0,02194;
dual;6800;34047;89003;0,022945;
dual;6800;34047;89003;0,022077;
dual;6800;34047;89003;0,02218;
dual;6800;34047;89003;0,022399;
dual;6800;34047;89003;0,022132;
dual;6800;34047;89003;0,022063;
dual;6800;34047;89003;0,022117;
dual;6800;34047;89003;0,022199;
dual;6800;34047;89003;0,022209;
dual;6800;34047;89003;0,022151;
dual;6900;35963;86073;0,021726;
dual;6900;35963;86073;0,021887;
dual;6900;35963;86073;0,021918;
dual;6900;35963;86073;0,023583;
dual;6900;35963;86073;0,022279;
dual;6900;35963;86073;0,021797;
dual;6900;35963;86073;0,021847;
dual;6900;35963;86073;0,021799;
dual;6900;35963;86073;0,021855;
dual;6900;35963;86073;0,021914;
dual;7000;37162;91509;0,022839;
dual;7000;37162;91509;0,022794;
dual;7000;37162;91509;0,022886;
dual;7000;37162;91509;0,022735;
dual;7000;37162;91509;0,022783;
dual;7000;37162;91509;0,022788;
dual;7000;37162;91509;0,022755;
dual;7000;37162;91509;0,023409;
dual;7000;37162;91509;0,032225;
dual;7000;37162;91509;0,027786;
dual;7100;38774;96438;0,025787;
dual;7100;37901;93143;0,023194;
dual;7100;37901;93143;0,02331;
dual;7100;37901;93143;0,023606;
dual;7100;37901;93143;0,024982;
dual;7100;37901;93143;0,025232;
dual;7100;37901;93143;0,023198;
dual;7100;37901;93143;0,023257;
dual;7100;37901;93143;0,023351;
dual;7100;37901;93143;0,023386;
dual;7200;39289;94825;0,02355;
dual;7200;39289;94825;0,02373;
dual;7200;39289;94825;0,023636;
dual;7200;39289;94825;0,023659;
dual;7200;39289;94825;0,023675;
dual;7200;39289;94825;0,023655;
dual;7200;39289;94825;0,023572;
dual;7200;39289;94825;0,023688;
dual;7200;39289;94825;0,023561;
dual;7200;39289;94825;0,023518;
dual;7300;37084;95832;0,024041;
dual;7300;37084;95832;0,024007;
dual;7300;37084;95832;0,023821;
dual;7300;37084;95832;0,023788;
dual;7300;37084;95832;0,023929;
dual;7300;37084;95832;0,025872;
dual;7300;37084;95832;0,024784;
dual;7300;37084;95832;0,023843;
dual;7300;37084;95832;0,024043;
dual;7300;37084;95832;0,023978;
dual;7400;39751;96706;0,024336;
dual;7400;39751;96706;0,024262;
dual;7400;39751;96706;0,024133;
dual;7400;39751;96706;0,024068;
dual;7400;39751;96706;0,024229;
dual;7400;39751;96706;0,024327;
dual;7400;39751;96706;0,02406;
dual;7400;39751;96706;0,02404;
dual;7400;39751;96706;0,024047;
dual;7400;39751;96706;0,024021;
dual;7500;38016;98543;0,024767;
dual;7500;38016;98543;0,02472;
dual;7500;38462;96276;0,024212;
dual;7500;38994;97905;0,024343;
dual;7500;38994;97905;0,024367;
dual;7500;38994;97905;0,024403;
dual;7500;38994;97905;0,026514;
dual;7500;38994;97905;0,02438;
dual;7500;38994;97905;0,02455;
dual;7500;38994;97905;0,024415;
dual;7600;41261;98614;0,024832;
dual;7600;41261;98614;0,024587;
dual;7600;41261;98614;0,024648;
dual;7600;41261;98614;0,02459;
dual;7600;41261;98614;0,02464;
dual;7600;41261;98614;0,024579;
dual;7600;41261;98614;0,024704;
dual;7600;41261;98614;0,024734;
dual;7600;41261;98614;0,024696;
dual;7600;41261;98614;0,024571;
dual;7700;37321;102234;0,025383;
dual;7700;37321;102234;0,02534;
dual;7700;37321;102234;0,025487;
dual;7700;37321;102234;0,025389;
dual;7700;37321;102234;0,025459;
dual;7700;37321;102234;0,026192;
dual;7700;37321;102234;0,027209;
dual;7700;37321;102234;0,025441;
dual;7700;37321;102234;0,025703;
dual;7700;37321;102234;0,02552;
dual;7800;41525;102497;0,025603;
dual;7800;41525;102497;0,025516;
dual;7800;41525;102497;0,025718;
dual;7800;41525;102497;0,025515;
dual;7800;41525;102497;0,025513;
dual;7800;41525;102497;0,025445;
dual;7800;41525;102497;0,025625;
dual;7800;41525;102497;0,025551;
dual;7800;41525;102497;0,025487;
dual;7800;41525;102497;0,025458;
dual;7900;42881;101129;0,026957;
dual;7900;42965;101717;0,027851;
dual;7900;36243;106887;0,0263;
dual;7900;36243;106887;0,029986;
